         34439414 function calls (34116394 primitive calls) in 71.518 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      868    0.001    0.000    0.001    0.000 {method '__enter__' of '_thread.lock' objects}
     2414    0.001    0.000    0.001    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/django/db/models/expressions.py:296(<genexpr>)
      607    0.001    0.000    0.001    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/pandas/core/indexes/base.py:1724(holds_integer)
      508    0.001    0.000    0.001    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/django/db/models/sql/subqueries.py:88(_setup_query)
     2604    0.001    0.000    0.001    0.000 /usr/local/Cellar/python@3.8/3.8.1/Frameworks/Python.framework/Versions/3.8/lib/python3.8/threading.py:513(is_set)
      394    0.000    0.000    0.001    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/chardet/sjisprober.py:48(charset_name)
     1230    0.001    0.000    0.001    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/django/db/models/sql/query.py:1801(clear_limits)
     1191    0.001    0.000    0.001    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/pygments/lexer.py:427(_process_token)
     1207    0.001    0.000    0.001    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/django/db/models/aggregates.py:33(<listcomp>)
      898    0.001    0.000    0.001    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/sre_parse.py:76(__init__)
     4343    0.001    0.000    0.001    0.000 {method 'lower' of 'str' objects}
      752    0.001    0.000    0.001    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/chardet/jpcntx.py:173(get_confidence)
      211    0.000    0.000    0.001    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/pygments/util.py:85(get_list_opt)
     1207    0.001    0.000    0.001    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/django/db/models/expressions.py:325(<lambda>)
     1786    0.001    0.000    0.001    0.000 {method 'readline' of '_io.BytesIO' objects}
      199    0.001    0.000    0.001    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/pygments/filter.py:13(apply_filters)
     1738    0.001    0.000    0.001    0.000 {method 'release' of '_thread.lock' objects}
      396    0.001    0.000    0.001    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/chardet/hebrewprober.py:178(is_final)
     5443    0.001    0.000    0.001    0.000 {built-in method _sre.unicode_tolower}
        7    0.000    0.000    0.001    0.000 /usr/local/Cellar/python@3.8/3.8.1/Frameworks/Python.framework/Versions/3.8/lib/python3.8/logging/__init__.py:1538(makeRecord)
      108    0.000    0.000    0.001    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/sre_compile.py:416(_bytes_to_codes)
        7    0.001    0.000    0.001    0.000 {built-in method time.strftime}
      392    0.000    0.000    0.001    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/chardet/charsetgroupprober.py:49(charset_name)
     1448    0.001    0.000    0.001    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/django/db/models/expressions.py:520(__init__)
      235    0.001    0.000    0.001    0.000 /Users/ediaz/work/src/github.com/lnds/codice/analytics/analyzer.py:25(language_is_code)
      612    0.001    0.000    0.001    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/pandas/core/internals/blocks.py:129(_check_ndim)
     2354    0.001    0.000    0.001    0.000 {built-in method posix.WEXITSTATUS}
     1166    0.001    0.000    0.001    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/sre_compile.py:65(_combine_flags)
        7    0.000    0.000    0.001    0.000 /usr/local/Cellar/python@3.8/3.8.1/Frameworks/Python.framework/Versions/3.8/lib/python3.8/logging/__init__.py:284(__init__)
      241    0.001    0.000    0.001    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/django/db/models/fields/reverse_related.py:152(get_accessor_name)
     1135    0.001    0.000    0.001    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/pandas/compat/numpy/function.py:42(__call__)
     1958    0.001    0.000    0.001    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/django/db/backends/base/operations.py:571(check_expression_support)
      611    0.001    0.000    0.001    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/pandas/core/series.py:403(_set_subtyp)
     2354    0.000    0.000    0.000    0.000 {built-in method posix.WIFEXITED}
      607    0.000    0.000    0.000    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/pandas/core/indexing.py:231(loc)
        1    0.000    0.000    0.000    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/pygments/lexers/perl.py:666(strip_pod)
        4    0.000    0.000    0.000    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/pandas/core/internals/managers.py:950(get)
     2088    0.000    0.000    0.000    0.000 {built-in method builtins.abs}
      538    0.000    0.000    0.000    0.000 {method 'union' of 'frozenset' objects}
      607    0.000    0.000    0.000    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/pandas/core/internals/blocks.py:177(is_view)
      199    0.000    0.000    0.000    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/pygount/analysis.py:263(white_characters)
      198    0.000    0.000    0.000    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/chardet/latin1prober.py:103(reset)
      611    0.000    0.000    0.000    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/numpy/core/_dtype.py:36(_kind_name)
      269    0.000    0.000    0.000    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/django/db/models/sql/query.py:2085(set_extra_mask)
      482    0.000    0.000    0.000    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/django/db/models/query.py:67(<listcomp>)
      477    0.000    0.000    0.000    0.000 {method 'index' of 'list' objects}
     1615    0.000    0.000    0.000    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/sre_compile.py:453(_get_iscased)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:890(_find_spec)
  482/241    0.000    0.000    0.000    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/django/db/models/sql/compiler.py:246(get_select_from_parent)
        2    0.000    0.000    0.000    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/re.py:196(search)
      592    0.000    0.000    0.000    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/chardet/utf8prober.py:76(get_confidence)
      253    0.000    0.000    0.000    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/numpy/ma/core.py:1368(getmask)
      338    0.000    0.000    0.000    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/gitdb/base.py:132(__init__)
      795    0.000    0.000    0.000    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/django/db/models/fields/__init__.py:836(<lambda>)
      868    0.000    0.000    0.000    0.000 {method 'discard' of 'set' objects}
     1207    0.000    0.000    0.000    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/django/db/models/expressions.py:615(get_source_expressions)
      608    0.000    0.000    0.000    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/pandas/core/internals/managers.py:647(is_consolidated)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:211(_call_with_frames_removed)
        1    0.000    0.000    0.000    0.000 /Users/ediaz/work/src/github.com/lnds/codice/analytics/analyzer.py:95(<listcomp>)
        2    0.000    0.000    0.000    0.000 {built-in method builtins.exec}
        4    0.000    0.000    0.000    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/django/db/models/sql/compiler.py:710(find_ordering_name)
        4    0.000    0.000    0.000    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/pandas/core/frame.py:3066(_box_item_values)
      848    0.000    0.000    0.000    0.000 {pandas._libs.lib.item_from_zerodim}
      198    0.000    0.000    0.000    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/chardet/hebrewprober.py:286(state)
      453    0.000    0.000    0.000    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/pygments/lexer.py:280(__init__)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1334(find_spec)
      269    0.000    0.000    0.000    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/django/db/models/sql/query.py:1841(set_select)
      265    0.000    0.000    0.000    0.000 /usr/local/Cellar/python@3.8/3.8.1/Frameworks/Python.framework/Versions/3.8/lib/python3.8/pathlib.py:753(__eq__)
      508    0.000    0.000    0.000    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/django/db/models/sql/query.py:935(<listcomp>)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1302(_get_spec)
      394    0.000    0.000    0.000    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/chardet/sjisprober.py:52(language)
        1    0.000    0.000    0.000    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/pandas/core/internals/managers.py:1643(create_block_manager_from_blocks)
      211    0.000    0.000    0.000    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/pygments/util.py:71(get_int_opt)
      241    0.000    0.000    0.000    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/numpy/core/fromnumeric.py:74(<dictcomp>)
     1352    0.000    0.000    0.000    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/git/objects/util.py:117(dst)
        4    0.000    0.000    0.000    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/django/db/models/fields/related_descriptors.py:811(__init__)
      894    0.000    0.000    0.000    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/pandas/core/nanops.py:1113(_maybe_arg_null_out)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1431(find_spec)
        1    0.000    0.000    0.000    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/pygments/lexers/perl.py:208(analyse_text)
      338    0.000    0.000    0.000    0.000 /Users/ediaz/work/src/github.com/lnds/codice/analytics/analyzer.py:105(<lambda>)
      269    0.000    0.000    0.000    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/django/db/models/lookups.py:213(get_prep_lookup)
      676    0.000    0.000    0.000    0.000 {method 'strip' of 'bytes' objects}
      482    0.000    0.000    0.000    0.000 {method 'difference' of 'set' objects}
      269    0.000    0.000    0.000    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/django/db/models/sql/query.py:2073(set_annotation_mask)
        4    0.000    0.000    0.000    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/pandas/core/frame.py:3073(_box_col_values)
     1041    0.000    0.000    0.000    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/git/config.py:596(read_only)
        1    0.000    0.000    0.000    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/bin/../lib/python3.8/encodings/utf_8_sig.py:1(<module>)
      269    0.000    0.000    0.000    0.000 {method 'isdisjoint' of 'set' objects}
      604    0.000    0.000    0.000    0.000 {method 'keys' of 'dict' objects}
      747    0.000    0.000    0.000    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/django/db/models/aggregates.py:118(convert_value)
       37    0.000    0.000    0.000    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/bin/../lib/python3.8/posixpath.py:117(splitext)
      269    0.000    0.000    0.000    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/django/db/models/lookups.py:361(get_rhs_op)
      196    0.000    0.000    0.000    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/chardet/charsetgroupprober.py:57(language)
      506    0.000    0.000    0.000    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/django/db/models/expressions.py:739(as_sql)
       38    0.000    0.000    0.000    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/pygments/lexers/ruby.py:44(heredoc_callback)
      482    0.000    0.000    0.000    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/pytz/__init__.py:223(utcoffset)
      269    0.000    0.000    0.000    0.000 {built-in method builtins.chr}
      338    0.000    0.000    0.000    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/git/cmd.py:508(__del__)
        4    0.000    0.000    0.000    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/pandas/core/internals/managers.py:979(iget)
        4    0.000    0.000    0.000    0.000 {built-in method builtins.__build_class__}
      868    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.lock' objects}
      614    0.000    0.000    0.000    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/pandas/core/internals/blocks.py:247(mgr_locs)
      820    0.000    0.000    0.000    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/django/db/backends/postgresql/operations.py:257(adapt_datetimefield_value)
      396    0.000    0.000    0.000    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/chardet/hebrewprober.py:164(reset)
        8    0.000    0.000    0.000    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/django/db/backends/base/base.py:317(_savepoint_allowed)
      608    0.000    0.000    0.000    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/numpy/core/numeric.py:2283(_array_equal_dispatcher)
      611    0.000    0.000    0.000    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/pandas/core/indexes/numeric.py:155(is_all_dates)
        1    0.000    0.000    0.000    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/git/config.py:347(_read)
        1    0.000    0.000    0.000    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/git/repo/base.py:436(config_reader)
      269    0.000    0.000    0.000    0.000 {built-in method sys.getrecursionlimit}
        1    0.000    0.000    0.000    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/pandas/core/internals/managers.py:122(__init__)
        4    0.000    0.000    0.000    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/django/db/models/fields/related_descriptors.py:1082(_get_add_plan)
       39    0.000    0.000    0.000    0.000 /usr/local/Cellar/python@3.8/3.8.1/Frameworks/Python.framework/Versions/3.8/lib/python3.8/pathlib.py:45(_ignore_error)
      686    0.000    0.000    0.000    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/django/db/models/fields/__init__.py:1019(get_internal_type)
      108    0.000    0.000    0.000    0.000 {method 'tolist' of 'memoryview' objects}
      394    0.000    0.000    0.000    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/chardet/jpcntx.py:188(charset_name)
        4    0.000    0.000    0.000    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/django/db/models/sql/compiler.py:746(_setup_joins)
        6    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:80(_path_stat)
      786    0.000    0.000    0.000    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/chardet/utf8prober.py:49(charset_name)
        1    0.000    0.000    0.000    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/git/config.py:250(__init__)
        7    0.000    0.000    0.000    0.000 /usr/local/Cellar/python@3.8/3.8.1/Frameworks/Python.framework/Versions/3.8/lib/python3.8/logging/__init__.py:1502(findCaller)
      338    0.000    0.000    0.000    0.000 {method 'read' of '_io.BytesIO' objects}
      678    0.000    0.000    0.000    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/django/db/models/sql/compiler.py:858(<lambda>)
        1    0.000    0.000    0.000    0.000 /usr/local/Cellar/python@3.8/3.8.1/Frameworks/Python.framework/Versions/3.8/lib/python3.8/configparser.py:601(__init__)
        4    0.000    0.000    0.000    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/django/db/models/fields/related_descriptors.py:1123(<listcomp>)
      434    0.000    0.000    0.000    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/git/diff.py:63(_process_diff_args)
        3    0.000    0.000    0.000    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/git/repo/fun.py:29(is_git_dir)
      398    0.000    0.000    0.000    0.000 {method 'islower' of 'str' objects}
        2    0.000    0.000    0.000    0.000 {built-in method io.open_code}
      269    0.000    0.000    0.000    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/django/db/models/expressions.py:257(field)
      345    0.000    0.000    0.000    0.000 {function _OMD.__getitem__ at 0x1041e9af0}
      868    0.000    0.000    0.000    0.000 {method 'locked' of '_thread.lock' objects}
      241    0.000    0.000    0.000    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/django/db/models/sql/compiler.py:827(get_related_klass_infos)
      464    0.000    0.000    0.000    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/pygments/regexopt.py:73(<genexpr>)
       36    0.000    0.000    0.000    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/pygments/regexopt.py:23(make_charset)
        7    0.000    0.000    0.000    0.000 {method 'write' of '_io.TextIOWrapper' objects}
        1    0.000    0.000    0.000    0.000 {pandas._libs.lib.clean_index_list}
      590    0.000    0.000    0.000    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/chardet/utf8prober.py:53(language)
        4    0.000    0.000    0.000    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/django/db/models/query.py:976(select_for_update)
        2    0.000    0.000    0.000    0.000 {method 'close' of '_io.BufferedWriter' objects}
        1    0.000    0.000    0.000    0.000 /usr/local/Cellar/python@3.8/3.8.1/Frameworks/Python.framework/Versions/3.8/lib/python3.8/configparser.py:1317(__init__)
        1    0.000    0.000    0.000    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/pandas/core/indexes/base.py:5463(_maybe_cast_data_without_dtype)
      594    0.000    0.000    0.000    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/chardet/hebrewprober.py:282(language)
      269    0.000    0.000    0.000    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/django/db/models/sql/query.py:862(<dictcomp>)
      269    0.000    0.000    0.000    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/django/db/models/sql/query.py:842(<listcomp>)
      338    0.000    0.000    0.000    0.000 /Users/ediaz/work/src/github.com/lnds/codice/analytics/blames.py:21(<lambda>)
        4    0.000    0.000    0.000    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/django/db/models/sql/compiler.py:744(<listcomp>)
      237    0.000    0.000    0.000    0.000 {built-in method _stat.S_ISREG}
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:549(module_from_spec)
        1    0.000    0.000    0.000    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/pandas/core/indexes/base.py:1656(is_unique)
        4    0.000    0.000    0.000    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/django/db/models/expressions.py:1141(as_sql)
        4    0.000    0.000    0.000    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/pandas/core/internals/blocks.py:275(make_block_same_class)
      530    0.000    0.000    0.000    0.000 {method 'copy' of 'frozenset' objects}
      281    0.000    0.000    0.000    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/django/db/models/expressions.py:219(<genexpr>)
        2    0.000    0.000    0.000    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/git/repo/fun.py:69(find_submodule_git_dir)
      412    0.000    0.000    0.000    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/chardet/eucjpprober.py:48(charset_name)
       37    0.000    0.000    0.000    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/bin/../lib/python3.8/genericpath.py:121(_splitext)
        4    0.000    0.000    0.000    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/django/db/models/fields/related_descriptors.py:1038(_get_target_ids)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:477(_init_module_attrs)
        8    0.000    0.000    0.000    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/django/db/models/fields/related.py:637(get_foreign_related_value)
        1    0.000    0.000    0.000    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/smmap/mman.py:410(collect)
      269    0.000    0.000    0.000    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/django/db/backends/base/operations.py:267(max_in_list_size)
      394    0.000    0.000    0.000    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/chardet/gb2312prober.py:40(charset_name)
        1    0.000    0.000    0.000    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/pygments/lexers/_cocoa_builtins.py:2(<module>)
      453    0.000    0.000    0.000    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/pygments/lexer.py:284(start)
      235    0.000    0.000    0.000    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/numpy/core/fromnumeric.py:3227(_mean_dispatcher)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:147(__enter__)
      376    0.000    0.000    0.000    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/chardet/eucjpprober.py:52(language)
      453    0.000    0.000    0.000    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/pygments/lexer.py:290(group)
      376    0.000    0.000    0.000    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/chardet/euckrprober.py:45(language)
      412    0.000    0.000    0.000    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/chardet/cp949prober.py:43(charset_name)
      241    0.000    0.000    0.000    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/numpy/core/fromnumeric.py:2838(_prod_dispatcher)
        1    0.000    0.000    0.000    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/pandas/core/indexes/base.py:5409(_maybe_cast_with_dtype)
        3    0.000    0.000    0.000    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/git/util.py:331(expand_path)
      412    0.000    0.000    0.000    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/chardet/euckrprober.py:41(charset_name)
      241    0.000    0.000    0.000    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/pandas/core/indexes/base.py:1383(nlevels)
      424    0.000    0.000    0.000    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/chardet/euctwprober.py:40(charset_name)
        1    0.000    0.000    0.000    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/smmap/mman.py:305(_collect_lru_region)
        1    0.000    0.000    0.000    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/pandas/core/indexes/base.py:5534(_try_convert_to_int_array)
        8    0.000    0.000    0.000    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/pandas/core/dtypes/common.py:987(is_datetime64_any_dtype)
        8    0.000    0.000    0.000    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/bin/../lib/python3.8/genericpath.py:39(isdir)
      366    0.000    0.000    0.000    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/chardet/euctwprober.py:44(language)
        7    0.000    0.000    0.000    0.000 /usr/local/Cellar/python@3.8/3.8.1/Frameworks/Python.framework/Versions/3.8/lib/python3.8/logging/__init__.py:635(formatMessage)
