         34439414 function calls (34116394 primitive calls) in 71.518 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
     4105    0.003    0.000    0.003    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/django/db/backends/base/operations.py:677(insert_statement)
     7528    0.003    0.000    0.003    0.000 {built-in method numpy.geterrobj}
     4069    0.003    0.000    0.003    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/django/db/models/fields/related.py:624(<listcomp>)
     1917    0.003    0.000    0.003    0.000 {built-in method select.poll}
     1501    0.003    0.000    0.003    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/pandas/core/frame.py:515(axes)
      338    0.003    0.000    0.003    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/git/cmd.py:1007(_parse_object_header)
     1386    0.003    0.000    0.003    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/chardet/chardistribution.py:46(__init__)
     2511    0.002    0.000    0.003    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/pandas/core/nanops.py:55(check)
      394    0.002    0.000    0.003    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/chardet/sjisprober.py:89(get_confidence)
     9218    0.003    0.000    0.003    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/django/db/transaction.py:95(mark_for_rollback_on_error)
      338    0.003    0.000    0.003    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/git/objects/util.py:104(__init__)
      868    0.003    0.000    0.003    0.000 /usr/local/Cellar/python@3.8/3.8.1/Frameworks/Python.framework/Versions/3.8/lib/python3.8/threading.py:1110(daemon)
        4    0.000    0.000    0.003    0.001 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/django/db/models/query.py:441(bulk_create)
        2    0.000    0.000    0.003    0.001 <frozen importlib._bootstrap_external>:849(get_code)
      613    0.001    0.000    0.003    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/pandas/core/dtypes/dtypes.py:917(is_dtype)
      201    0.001    0.000    0.003    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/pygount/analysis.py:443(is_plain_text)
     2353    0.003    0.000    0.003    0.000 {method 'rfind' of 'bytes' objects}
     1218    0.002    0.000    0.003    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/numpy/core/numerictypes.py:293(issubclass_)
      338    0.003    0.000    0.003    0.000 {method 'flush' of '_io.BufferedWriter' objects}
    14568    0.003    0.000    0.003    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/django/db/backends/base/operations.py:456(validate_autopk_value)
     7216    0.003    0.000    0.003    0.000 {method 'acquire' of '_thread.RLock' objects}
      868    0.002    0.000    0.003    0.000 /usr/local/Cellar/python@3.8/3.8.1/Frameworks/Python.framework/Versions/3.8/lib/python3.8/threading.py:944(_stop)
       14    0.000    0.000    0.003    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/pygments/util.py:111(text_analyse)
     2617    0.003    0.000    0.003    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/django/db/models/fields/__init__.py:945(to_python)
      607    0.001    0.000    0.003    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/pandas/core/generic.py:255(_validate_dtype)
      611    0.002    0.000    0.003    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/pandas/core/series.py:376(_set_axis)
     3834    0.003    0.000    0.003    0.000 {method 'unregister' of 'select.poll' objects}
      612    0.003    0.000    0.003    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/pandas/core/generic.py:190(__init__)
     2894    0.003    0.000    0.003    0.000 {built-in method binascii.b2a_hex}
      615    0.001    0.000    0.003    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/pandas/core/indexes/base.py:2637(get_loc)
      435    0.003    0.000    0.003    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/pkg_resources/__init__.py:647(iter_entry_points)
     6398    0.003    0.000    0.003    0.000 /usr/local/Cellar/python@3.8/3.8.1/Frameworks/Python.framework/Versions/3.8/lib/python3.8/selectors.py:272(get_map)
        7    0.000    0.000    0.003    0.000 /usr/local/Cellar/python@3.8/3.8.1/Frameworks/Python.framework/Versions/3.8/lib/python3.8/logging/__init__.py:1579(handle)
 1159/873    0.002    0.000    0.003    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/sre_compile.py:461(_get_literal_prefix)
      215    0.001    0.000    0.003    0.000 {method 'sort' of 'list' objects}
      338    0.002    0.000    0.002    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/git/cmd.py:1029(_prepare_ref)
      676    0.002    0.000    0.002    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/git/objects/util.py:68(utctz_to_altz)
        7    0.000    0.000    0.002    0.000 /usr/local/Cellar/python@3.8/3.8.1/Frameworks/Python.framework/Versions/3.8/lib/python3.8/logging/__init__.py:1633(callHandlers)
      607    0.001    0.000    0.002    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/pandas/core/generic.py:3789(_is_view)
        1    0.000    0.000    0.002    0.002 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/bin/../lib/python3.8/encodings/__init__.py:70(search_function)
     5802    0.002    0.000    0.002    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/git/objects/util.py:111(utcoffset)
      607    0.001    0.000    0.002    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/pandas/core/dtypes/cast.py:1483(construct_1d_ndarray_preserving_na)
        7    0.000    0.000    0.002    0.000 /usr/local/Cellar/python@3.8/3.8.1/Frameworks/Python.framework/Versions/3.8/lib/python3.8/logging/__init__.py:937(handle)
     9306    0.002    0.000    0.002    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/chardet/charsetprober.py:44(reset)
        4    0.000    0.000    0.002    0.001 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/django/db/models/query.py:1208(_batched_insert)
        1    0.000    0.000    0.002    0.002 {built-in method builtins.__import__}
     6237    0.002    0.000    0.002    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/pandas/core/dtypes/common.py:206(classes)
      894    0.001    0.000    0.002    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/pandas/core/internals/blocks.py:240(to_dense)
      594    0.001    0.000    0.002    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/chardet/hebrewprober.py:255(charset_name)
     5642    0.002    0.000    0.002    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/django/db/models/fields/related.py:628(<genexpr>)
      607    0.001    0.000    0.002    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/pandas/core/indexing.py:1870(_get_partial_string_timestamp_match_key)
        1    0.000    0.000    0.002    0.002 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/pygments/lexers/perl.py:665(analyse_text)
        7    0.000    0.000    0.002    0.000 /usr/local/Cellar/python@3.8/3.8.1/Frameworks/Python.framework/Versions/3.8/lib/python3.8/logging/__init__.py:1069(emit)
     4105    0.002    0.000    0.002    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/django/db/models/sql/subqueries.py:178(insert_values)
      456    0.001    0.000    0.002    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/sre_compile.py:492(_get_charset_prefix)
     2636    0.002    0.000    0.002    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/pandas/core/common.py:330(apply_if_callable)
     7883    0.002    0.000    0.002    0.000 {method 'find' of 'bytearray' objects}
     1827    0.001    0.000    0.002    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/numpy/core/_asarray.py:16(asarray)
      607    0.001    0.000    0.002    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/pandas/core/construction.py:570(is_empty_data)
     1214    0.001    0.000    0.002    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/pandas/core/indexers.py:23(is_list_like_indexer)
     2029    0.002    0.000    0.002    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/pandas/core/nanops.py:329(_na_ok_dtype)
     2772    0.001    0.000    0.002    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/chardet/sbcharsetprober.py:63(charset_name)
     1917    0.002    0.000    0.002    0.000 /usr/local/Cellar/python@3.8/3.8.1/Frameworks/Python.framework/Versions/3.8/lib/python3.8/subprocess.py:1915(_save_input)
     2353    0.002    0.000    0.002    0.000 {method 'remove' of 'list' objects}
      396    0.001    0.000    0.002    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/chardet/sjisprober.py:44(reset)
      612    0.002    0.000    0.002    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/pandas/core/internals/blocks.py:251(mgr_locs)
     2438    0.002    0.000    0.002    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/pandas/core/indexes/base.py:615(__len__)
     2772    0.001    0.000    0.002    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/chardet/sbcharsetprober.py:70(language)
     7650    0.002    0.000    0.002    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/django/db/models/fields/__init__.py:2411(get_internal_type)
     8315    0.002    0.000    0.002    0.000 /usr/local/Cellar/python@3.8/3.8.1/Frameworks/Python.framework/Versions/3.8/lib/python3.8/subprocess.py:1054(_remaining_time)
      338    0.001    0.000    0.002    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/git/objects/base.py:132(__init__)
      898    0.001    0.000    0.002    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/sre_parse.py:224(__init__)
      868    0.002    0.000    0.002    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/_weakrefset.py:38(_remove)
        7    0.000    0.000    0.002    0.000 /usr/local/Cellar/python@3.8/3.8.1/Frameworks/Python.framework/Versions/3.8/lib/python3.8/logging/__init__.py:914(format)
      820    0.001    0.000    0.002    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/django/db/models/fields/__init__.py:1193(pre_save)
      579    0.001    0.000    0.002    0.000 /usr/local/Cellar/python@3.8/3.8.1/Frameworks/Python.framework/Versions/3.8/lib/python3.8/pathlib.py:938(parent)
     4670    0.002    0.000    0.002    0.000 /Users/ediaz/work/src/github.com/lnds/codice/files/models.py:14(__init__)
      198    0.001    0.000    0.002    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/chardet/latin1prober.py:97(__init__)
      269    0.001    0.000    0.002    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/django/db/models/fields/related_lookups.py:47(get_prep_lookup)
      396    0.001    0.000    0.002    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/chardet/eucjpprober.py:44(reset)
      338    0.002    0.000    0.002    0.000 {method 'astimezone' of 'datetime.datetime' objects}
     7944    0.002    0.000    0.002    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/chardet/charsetprober.py:54(state)
        7    0.000    0.000    0.002    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/celery/utils/log.py:152(format)
     2395    0.002    0.000    0.002    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/pandas/core/indexing.py:471(at)
     1840    0.001    0.000    0.002    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/chardet/mbcharsetprober.py:90(get_confidence)
     1465    0.001    0.000    0.002    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/pandas/core/dtypes/inference.py:358(is_hashable)
     3530    0.002    0.000    0.002    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/pandas/core/internals/managers.py:1520(_block)
      676    0.002    0.000    0.002    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/git/util.py:648(__init__)
      848    0.002    0.000    0.002    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/pandas/core/generic.py:396(_get_axis_number)
      868    0.001    0.000    0.002    0.000 /usr/local/Cellar/python@3.8/3.8.1/Frameworks/Python.framework/Versions/3.8/lib/python3.8/threading.py:261(_is_owned)
      508    0.001    0.000    0.002    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/django/db/models/sql/query.py:929(count_active_tables)
     2353    0.002    0.000    0.002    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/git/cmd.py:978(<listcomp>)
     2109    0.001    0.000    0.002    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/pandas/core/internals/managers.py:167(ndim)
        7    0.000    0.000    0.002    0.000 /usr/local/Cellar/python@3.8/3.8.1/Frameworks/Python.framework/Versions/3.8/lib/python3.8/logging/__init__.py:651(format)
      329    0.001    0.000    0.002    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/bin/../lib/python3.8/codecs.py:319(decode)
      611    0.001    0.000    0.002    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/pandas/core/series.py:432(name)
        2    0.000    0.000    0.002    0.001 <frozen importlib._bootstrap_external>:969(get_data)
        4    0.000    0.000    0.002    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/django/db/backends/base/base.py:360(savepoint_commit)
     4481    0.002    0.000    0.002    0.000 /usr/local/Cellar/python@3.8/3.8.1/Frameworks/Python.framework/Versions/3.8/lib/python3.8/subprocess.py:1062(_check_timeout)
     1410    0.001    0.000    0.002    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/pygount/analysis.py:440(<genexpr>)
      213    0.002    0.000    0.002    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/pygments/lexers/__init__.py:182(get_rating)
     2529    0.002    0.000    0.002    0.000 {method 'translate' of 'str' objects}
     1446    0.001    0.000    0.002    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/django/db/models/fields/__init__.py:526(__hash__)
      607    0.001    0.000    0.002    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/pandas/core/internals/managers.py:683(is_view)
     7728    0.002    0.000    0.002    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/django/db/models/fields/__init__.py:84(return_None)
      615    0.001    0.000    0.002    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/pandas/core/indexes/base.py:5293(ensure_index)
     2247    0.002    0.000    0.002    0.000 {method 'lstrip' of 'str' objects}
      198    0.001    0.000    0.002    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/chardet/chardistribution.py:193(__init__)
     1505    0.001    0.000    0.002    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/pandas/core/common.py:151(cast_scalar_indexer)
      611    0.002    0.000    0.002    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/pandas/core/internals/blocks.py:365(iget)
     1736    0.002    0.000    0.002    0.000 /usr/local/Cellar/python@3.8/3.8.1/Frameworks/Python.framework/Versions/3.8/lib/python3.8/threading.py:1095(daemon)
        4    0.000    0.000    0.002    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/django/db/backends/base/base.py:323(savepoint)
      613    0.001    0.000    0.002    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/pandas/core/indexes/base.py:5393(maybe_extract_name)
